Table;C;R;U;D;Owner;Program
REFFL;;;x;;Reference_Data_Manager;LPI1M;
LCTIO;x;x;x;;Party_Management;LPI1M;
LCTPS;;x;;;Party_Management;LPI1M;
LGXFO;;x;;;Reference_Data_Manager;LPI1M;
LGRDO;;x;;;Reference_Data_Manager;LPI1M;
LCRYS;;x;;;Reference_Data_Manager;LPI1M;
LPHIO;x;x;x;;Party_Management;LPI1M;
LPHYS;;x;;;Party_Management;LPI1M;
LPSIO;x;x;;;auxiliary;LPI1M;
LPSNS;;x;;;Party_Management;LPI1M;
LELIO;;x;;;Party_Management;LPI1M;
LBRAS;;x;x;;Reference_Data_Manager;LPI1M;
AASPS;;;x;;auxiliary;LPI1M;
LCBNS;;x;;;Party_Management;LPI1M;
LCTPS;;x;;;Party_Management;ALDLREPLOA;
LPHYS;;x;;;Party_Management;ALDLREPLOA;
LCIYS;;x;;;Reference_Data_Manager;ALDLREPLOA;
LPRDS;;x;;;Product_Management;ALDLREPLOA;
REFFL;;;x;;Reference_Data_Manager;ALDLREPLOA;
LBRAS;;x;;;Reference_Data_Manager;ALDLREPLOA;
LBGRS;;x;;;Reference_Data_Manager;ALDLREPLOA;
CFACS;;x;;;Business_Lending_Engine;ALDLREPLOA;
LCTSO;;x;;;Party_Management;ALDLREPLOA;
CSECS;;x;;;Collateral_Management;ALDLREPLOA;
CRTRO;;x;x;;Business_Lending_Engine;ALDLREPLOA;
CCBRO;;x;x;;Business_Lending_Engine;ALDLREPLOA;
ABA1L;;x;;x;auxiliary;ALBA1AUT;
LCBNS;;x;;;Party_Management;GP-064-FBNK;
LCTPS;;x;;;Party_Management;GP-064-FBNK;
IFRAO;;x;;;Financial_Markets_Trade_engine;ILDAYMVTFR;
LCBNS;;x;;;Party_Management;ILDAYMVTFR;
LCCYS;;x;;;Reference_Data_Manager;ILDAYMVTFR;
IFRAL;;x;;;auxiliary;ILDAYMVTFR;
IFRCL;;x;;;Financial_Markets_Trade_engine;ILDAYMVTFR;
IFRCO;;x;;;Financial_Markets_Trade_engine;ILDAYMVTFR;
IFRPL;;x;;;Financial_Markets_Trade_engine;ILDAYMVTFR;
IFRPO;;x;;;Financial_Markets_Trade_engine;ILDAYMVTFR;
AASPS;;;x;;auxiliary;ILDAYMVTFR;
RPDEF;;;x;;auxiliary;ILDAYMVTFR;
IPTIL;;x;;;auxiliary;ILDAYMVTFR;
IPTIO;;x;;;Financial_Markets_Trade_engine;ILDAYMVTFR;
LPHYS;;x;;;Party_Management;ILDAYMVTFR;
BSPIO;x;x;x;x;Financial Markets;BSPIM;
LCCYS;;x;;;Reference_Data_Manager;BSPIM;
ICNFS;;x;;;Reconciliation_Engine;BSPIM;
LPSNS;;x;;;Party_Management;BSPIM;
BBOKS;;x;;;Financial_Markets_Trade_engine;BSPIM;
DSTOO;;x;;;Payments_Execution_Engine;DLDSTOAUT;
DSTIO;;x;;;Payments_Execution_Engine;DLDSTOAUT;
DSTOL;x;x;;x;auxiliary;DLDSTOAUT;
AGEXS;;x;;;General_ledger;XLDLLGEX;
XGMVO;;x;;;General_Ledger;XLDLLGEX;
XGPAO;;x;;;General_Ledger;XLDLLGEX;
LBRAS;;x;;;Reference_Data_Manager;XLDLLGEX;
XGDCS;;x;;;General_Ledger;XLDLLGEX;
LCCYS;;x;;;Reference_Data_Manager;XLDLLGEX;
DSTOO;x;x;x;x;Payments_Execution_Engine;DST1M;
LCCYS;;x;;;Reference_Data_Manager;DST1M;
REFFL;;;x;;Reference_Data_Manager;DST1M;
LPHYS;;x;;;Party_Management;DST1M;
LBRAS;;x;;;Reference_Data_Manager;DST1M;
LELCS;;x;;;Party_Management;DST1M;
LCIYS;;x;;;Reference_Data_Manager;DST1M;
LCORO;;x;;;Party_Management;DST1M;
LCRYS;;x;;;Reference_Data_Manager;DST1M;
AASPS;;;x;;auxiliary;DST1M;
LCCCS;;x;;;Reference_Data_Manager;DST1M;
ABA1S;;x;;;General_Ledger;DST1M;
ASPAS;;x;;;Customer_Reporting;DST1M;
LCBNS;;x;;;Party_Management;DST1M;
DDDCO;;x;;;Instruction_and_Order_Management;DST1M;
GCNVO;;x;;;Core;DST1M;
DCTRO;;x;;x;Customer_Billing;DST1M;
AASPS;;x;;;auxiliary;GR-001ROCLOGIC;
RPSCH;;;x;;auxiliary;GR-001ROCLOGIC;
PRSNL;;x;;;Core;GR-001ROCLOGIC;
LPHYS;;x;;;Party_Management;GR-001ROCLOGIC;
LRCES;;x;;;General_Ledger;GR-001ROCLOGIC;
ADETS;;x;x;;Current_Account_Engine;DUCLRBLKAM;
LCCYS;;x;;;Reference_Data_Manager;DUCLRBLKAM;
LBRAS;;x;;;Reference_Data_Manager;DUCLRBLKAM;
LELCS;;x;;;Party_Management;DUCLRBLKAM;
DIPTO;;x;x;;Payments_Execution_Engine;DUCLRBLKAM;
DCONO;;x;;;Payments_Execution_Engine;DCON5;
RSTRT;;;x;;auxiliary;DULDCUSPBO;
LPSNS;x;x;x;;Party_Management;DULDCUSPBO;
LCBNS;x;x;x;;Party_Management;DULDCUSPBO;
LCTPS;x;x;x;;Party_Management;DULDCUSPBO;
LBRAS;;x;x;;Reference_Data_Manager;DULDCUSPBO;
LPHYS;x;x;x;;Party_Management;DULDCUSPBO;
LCIYS;;x;;;Reference_Data_Manager;DULDCUSPBO;
LELCS;x;x;x;;Party_Management;DULDCUSPBO;
LCRYS;;x;;;Reference_Data_Manager;DULDCUSPBO;
LCORO;;x;;;Party_Management;DULDCUSPBO;
ABA1S;;x;;;General_Ledger;DULDCUSPBO;
LPSNL;x;;;;auxiliary;DULDCUSPBO;
LPHYL;x;;;;auxiliary;DULDCUSPBO;
LCTPL;x;;;;auxiliary;DULDCUSPBO;
LCBNL;x;;;;auxiliary;DULDCUSPBO;
LPRDS;;x;;;Product_Management;DULDCUSPBO;
ARPPO;x;;;;auxiliary;DULDCUSPBO;
LCCYS;;x;;;Reference_Data_Manager;DULDCUSPBO;
IINTO;;x;;;Current_Account_Engine;DULDCUSPBO;
APPNO;;x;;;Product_Management;DULDCUSPBO;
DCONO;;x;;;Payments_Execution_Engine;DULDCUSPBO;
ADETS;x;x;x;;Current_Account_Engine;DULDCUSPBO;
ARETO;x;x;x;;Current_Account_Engine;DULDCUSPBO;
AINTS;x;x;x;;Arrangement_Management;DULDCUSPBO;
ADETL;x;;;;auxiliary;DULDCUSPBO;
AINTL;x;;;;auxiliary;DULDCUSPBO;
ASPAS;x;x;x;;Customer_Reporting;DULDCUSPBO;
AASPS;;;x;;auxiliary;DULDCUSPBO;
RPSCH;;;x;;auxiliary;DULDCUSPBO;
REFFL;x;;x;;Reference_Data_Manager;DULDCUSPBO;
ICNFS;;x;;;Reconciliation_Engine;DULDCUSPBO;
DCNDO;;x;;;Payments_Execution_Engine;DULDCUSPBO;
LELCL;x;;;;auxiliary;DULDCUSPBO;
ASPAL;x;;;;auxiliary;DULDCUSPBO;
LBRAS;;x;x;;Reference_Data_Manager;AIBRM;
AIBRO;x;x;x;;auxiliary;AIBRM;
LCBNS;;x;;;Party_Management;AIBRM;
ABA1S;;x;;;General_Ledger;AIBRM;
AIBRL;x;;;;auxiliary;AIBRM;
AASPS;;;x;;auxiliary;AIBRM;
BATCH;;x;;;auxiliary;GBTDS;
REFFL;;;x;;Reference_Data_Manager;GBTDS;
GBTDS;;x;;;Core;GBTDS;
GBTRO;;x;;;Core;GBTDS;
LRCES;;x;;;General_Ledger;GBTDS;
LBGRS;;x;;;Reference_Data_Manager;CLFACIRFFT;
CFACS;;x;;;Business_Lending_Engine;CLFACIRFFT;
LCTPS;;x;;;Party_Management;CLFACIRFFT;
LCBNS;;x;;;Party_Management;CLFACIRFFT;
LPHYS;;x;;;Party_Management;CLFACIRFFT;
PRSNL;;x;;;Core;CLFACIRFFT;
LCCYS;;x;;;Reference_Data_Manager;CLFACIRFFT;
BISSO;x;x;x;;Financial Markets;BISSX;
AASPS;;;x;;auxiliary;BISSX;
LPHYS;;x;x;;Party_Management;BISSX;
LCBNS;;x;;;Party_Management;DUZEROBA2;
LPSNS;;x;;;Party_Management;DUZEROBA2;
LPHYS;;x;;;Party_Management;DUZEROBA2;
LCCYS;;x;;;Reference_Data_Manager;DUZEROBA2;
ADETS;;x;;;Current_Account_Engine;DUZEROBA2;
DCPOO;;x;x;;Cash_Management_Engine;DUZEROBA2;
AASPS;;;x;;auxiliary;DUZEROBA2;
AMVTO;;x;;;Current_Account_Engine;DUZEROBA2;
DPTRO;x;;;;Payments_Execution_Engine;DUZEROBA2;
DCTRO;x;;;;Customer_Billing;DUZEROBA2;
DMSTO;;x;;;Cash_Management_Engine;DUZEROBA2;
LCBNS;;x;;;Party_Management;DUZEROBA3;
LPHYS;;x;;;Party_Management;DUZEROBA3;
LCCYS;;x;;;Reference_Data_Manager;DUZEROBA3;
ADETS;;x;;;Current_Account_Engine;DUZEROBA3;
DCPOO;;x;x;;Cash_Management_Engine;DUZEROBA3;
AASPS;;;x;;auxiliary;DUZEROBA3;
AMVTO;;x;;;Current_Account_Engine;DUZEROBA3;
DPTRO;x;;;;Payments_Execution_Engine;DUZEROBA3;
DCTRO;x;;;;Customer_Billing;DUZEROBA3;
DMSTO;;x;;;Cash_Management_Engine;DUZEROBA3;
LCCYS;;x;;;Reference_Data_Manager;DULDSWCMI;
LCBNS;;x;;;Party_Management;DULDSWCMI;
REFFL;;;x;;Reference_Data_Manager;DULDSWCMI;
DCBMO;;x;;;Payments_Execution_Engine;DULDSWCMI;
LELCS;;x;;;Party_Management;DULDSWCMI;
LPHYS;;x;;;Party_Management;DULDSWCMI;
LBRAS;;x;;;Reference_Data_Manager;DULDSWCMI;
DIPTO;x;;;;Payments_Execution_Engine;DULDSWCMI;
RSTRT;;;x;;auxiliary;DULDSWCMI;
LCRYS;;x;;;Reference_Data_Manager;DULDSWCMI;
INOSO;;x;;;Financial_Markets_Trade_engine;DULDSWCMI;
GSAMO;;x;x;x;Reference_Data_Manager;DULDSWCMI;
GPARO;;x;;;Core;DULDSWCMI;
GSADO;;x;;;Reference_Data_Manager;DULDSWCMI;
LPSNS;;x;;;Party_Management;DULDSWCMI;
AASPS;;x;;;auxiliary;DULDSWCMI;
DRSMO;x;;;;Instruction_and_Order_Management;DULDSWCMI;
DRSDO;x;;;;Instruction_and_Order_Management;DULDSWCMI;
IFTCO;x;x;x;x;Financial_Markets_Trade_engine;IFCTC;
LCCYS;;x;;;Reference_Data_Manager;IFCTC;
IFTSO;x;x;;x;Financial_Markets_Trade_engine;IFCTC;
LBROS;;x;;;Party_Management;IFCTC;
IFFCO;;x;;;Financial_Markets_Trade_engine;IFCTC;
LBRAS;;x;x;;Reference_Data_Manager;IFCTC;
LCBNS;;x;;;Party_Management;IFCTC;
ABA1S;;x;;;General_Ledger;IFCTC;
AASPS;;;x;;auxiliary;IFCTC;
IPTIO;;x;;;Financial_Markets_Trade_engine;IUFILIMFX5;
IFXCO;;x;;;Financial_Markets_Trade_engine;IUFILIMFX5;
ISAVO;;x;x;;auxiliary;IUFILIMFX5;
GMSGS;;x;;;Core;IUFILIMFX5;
ICNDO;x;x;x;;Reconciliation_Engine;ICNDM;
LPRDS;;x;;;Product_Management;ICNDM;
LPSNS;;x;;;Party_Management;ICNDM;
ICNDL;x;;;;auxiliary;ICNDM;
IIPIO;;x;;x;Financial Markets;IUOPTRPTRA;
LCCYS;;x;;;Reference_Data_Manager;IUOPTRPTRA;
LHOLO;;x;;;Reference_Data_Manager;IUOPTRPTRA;
RPSCH;;;x;;auxiliary;IUOPTRPTRA;
REFFL;;;x;;Reference_Data_Manager;IUOPTRPTRA;
IIOPO;x;x;x;x;Financial Markets;IUOPTRPTRA;
IERMO;;x;;x;auxiliary;IUOPTRPTRA;
AASPS;;x;;;auxiliary;GP-147GET-CFACS;
CFACS;;x;;;Business_Lending_Engine;GP-147GET-CFACS;
REFFL;;;x;;Reference_Data_Manager;DULDPSTFIN;
DDETO;x;;;;Payments_Execution_Engine;DULDPSTFIN;
DPBDO;;;x;;Payments_Execution_Engine;DULDPSTFIN;
ICNFS;;x;;;Reconciliation_Engine;DULDPSTFIN;
LPHYS;;x;;;Party_Management;DULDPSTFIN;
LBRAS;;x;;;Reference_Data_Manager;DULDPSTFIN;
LELCS;;x;;;Party_Management;DULDPSTFIN;
LCCYS;;x;;;Reference_Data_Manager;DULDPSTFIN;
DPTRL;;x;;;Payments_Execution_Engine;MH102;
LCCYS;;x;;;Reference_Data_Manager;MH102;
DPTRL;;x;;;Payments_Execution_Engine;MH101;
LCCYS;;x;;;Reference_Data_Manager;MH101;
DCONO;x;x;x;x;Payments_Execution_Engine;DCONA;
LCCYS;;x;;;Reference_Data_Manager;CI-FILL-CMTIM;
CMTIO;;x;;;auxiliary;CI-FILL-CMTIM;
LCTPS;;x;;;Party_Management;CUDLYSHRTR;
CPBCO;;x;;;Financial Markets;CUDLYSHRTR;
CSHAO;;x;x;x;financial markets;CUDLYSHRTR;
LPRDS;;x;;;Product_Management;CUDLYSHRTR;
LBRAS;;x;;;Reference_Data_Manager;CUDLYSHRTR;
ATRTS;;x;;;General_ledger;CUDLYSHRTR;
REFFL;;;x;;Reference_Data_Manager;CUDLYSHRTR;
LCBNS;;x;;;Party_Management;CUDLYSHRTR;
INOSO;;x;;;Financial_Markets_Trade_engine;CUDLYSHRTR;
LCCYS;;x;;;Reference_Data_Manager;CUDLYSHRTR;
AIBRO;;x;;;auxiliary;CUDLYSHRTR;
CSHTO;;x;x;x;financial markets;CUDLYSHRTR;
CSHDS;;x;;x;financial markets;CUDLYSHRTR;
CPBPO;x;x;x;;Financial Markets;CUDLYSHRTR;
AASPS;;;x;;auxiliary;CUDLYSHRTR;
CSHAL;;x;;x;auxiliary;CUDLYSHRTR;
PRSNL;;x;;;Core;CUDLYSHRTR;
LPHYS;;x;;;Party_Management;CUDLYSHRTR;
LRCES;;x;;;General_Ledger;CUDLYSHRTR;
CSHMO;;;;x;auxiliary;CUDLYSHRTR;
CCUSO;;;;x;Financial Markets;CUDLYSHRTR;
CSHCO;;;;x;financial markets;CUDLYSHRTR;
CSHTL;;;;x;auxiliary;CUDLYSHRTR;
IBATO;;x;x;;Current_Account_Engine;CUDLYSHRTR;
LBRAS;;x;;;Reference_Data_Manager;DUUPDBLK;
LELCS;;x;;;Party_Management;DUUPDBLK;
DIPTO;;x;;;Payments_Execution_Engine;DUUPDBLK;
LCCYS;;x;;;Reference_Data_Manager;DUUPDBLK;
ADETS;;x;x;;Current_Account_Engine;DUUPDBLK;
RCHDS;;x;;;Payments_Execution_Engine;DUUPDBLK;
RCHQS;;x;;;Payments_Execution_Engine;DUUPDBLK;
DCONO;;x;;;Payments_Execution_Engine;DUUPDBLK;
REFFL;;;x;;Reference_Data_Manager;DUUPDBLK;
AMVTO;;x;;;Current_Account_Engine;DUUPDBLK;
DCTRO;;x;;;Customer_Billing;DUUPDBLK;
DPTRO;;x;;;Payments_Execution_Engine;DUUPDBLK;
AFOLO;;x;;;General_Ledger;DUUPDBLK;
AMDCO;;x;x;;General_Ledger;DUUPDBLK;
ATRCS;x;x;;;General_Ledger;AUATRCSDUP;
ATRCL;x;;;;auxiliary;AUATRCSDUP;
LCCYS;;x;;;Reference_Data_Manager;CLCHECKFAC;
LPHYS;;x;;;Party_Management;CLCHECKFAC;
CFACS;;x;;;Business_Lending_Engine;CLCHECKFAC;
LCBNS;;x;;;Party_Management;CLCHECKFAC;
LCTSO;;x;;;Party_Management;CLCHECKFAC;
LPRDS;;x;;;Product_Management;CLCHECKFAC;
CHFCO;;x;;;Lending;CLCHECKFAC;
PRSNL;;x;;;Core;CLCHECKFAC;
LRCES;;x;;;General_Ledger;CLCHECKFAC;
CCDIS;;x;;;auxiliary;CLCHECKFAC;
CFFEO;;x;;;Business_Lending_Engine;CLCHECKFAC;
CFCRO;;x;;;Lending;CLCHECKFAC;
CFDDO;;x;;;Business_Lending_Engine;CLCHECKFAC;
REFFL;;;x;;Reference_Data_Manager;GP-SWFINI;
PRSNL;;x;;;Core;CURXMRECON;
LPHYS;;x;;;Party_Management;CURXMRECON;
LRCES;;x;;;General_Ledger;CURXMRECON;
CCRXO;;x;;;Financial Markets;CURXMRECON;
CRXMO;;x;x;x;Financial Markets;CURXMRECON;
RPSCH;;;x;;auxiliary;CURXMRECON;
REFFL;;;x;;Reference_Data_Manager;CURXMRECON;
LCTPS;;x;;;Party_Management;CLMTWARMAT;
LCCYS;;x;;;Reference_Data_Manager;CLMTWARMAT;
CMTCO;;x;;;Financial Markets;CLMTWARMAT;
PRSNL;;x;;;Core;CLMTWARMAT;
LPRDS;;x;;;Product_Management;ILNCUDTPOS;
LRCES;;x;;;General_Ledger;ILNCUDTPOS;
PRSNL;;x;;;Core;ILNCUDTPOS;
AASPS;;x;;;auxiliary;ILNCUDTPOS;
LPHYS;;x;;;Party_Management;ILNCUDTPOS;
RSTRT;;x;;;auxiliary;ILNCUDTPOS;
ADETS;;x;;;Current_Account_Engine;ILNCUDTPOS;
LHOLO;;x;;;Reference_Data_Manager;ILNCUDTPOS;
LCCYS;;x;;;Reference_Data_Manager;ILNCUDTPOS;
IOPTS;;x;;;Financial_Markets_Trade_engine;ILNCUDTPOS;
INVMO;;x;;;Financial_Markets_Trade_engine;ILNCUDTPOS;
IGLDO;;x;;;Financial_Markets_Trade_engine;ILNCUDTPOS;
IFXCO;;x;;;Financial_Markets_Trade_engine;ILNCUDTPOS;
IFRAO;;x;;;Financial_Markets_Trade_engine;ILNCUDTPOS;
IGIRO;;x;;;Financial_Markets_Trade_engine;ILNCUDTPOS;
LCCYS;;x;;;Reference_Data_Manager;ALRTBKELIS;
ATRCS;;x;;;General_Ledger;ALRTBKELIS;
LCBNS;;x;;;Party_Management;ALRTBKELIS;
LPHYS;;x;;;Party_Management;ALRTBKELIS;
LBRAS;;x;;;Reference_Data_Manager;ALRTBKELIS;
PRSNL;;x;;;Core;ALRTBKELIS;
LRCES;;x;;;General_Ledger;ALRTBKELIS;
AEVTO;x;x;;;Current_Account_Engine;ALRTBKELIS;
AMVTO;;x;;;Current_Account_Engine;ALRTBKELIS;
ICVBS;;x;;x;Financial_Markets_Trade_engine;IUICVBSDEL;
LBROS;;x;;;Party_Management;IUICVBSDEL;
LPSNS;;x;;;Party_Management;IUICVBSDEL;
LPRDS;;x;;;Product_Management;AUTKACGTAB;
ATRTS;;x;;;General_ledger;AUTKACGTAB;
ATRCS;;x;;;General_Ledger;AUTKACGTAB;
ABKTS;;x;x;;General_ledger;AUTKACGTAB;
ASTDO;;x;;;General_Ledger;AUTKACGTAB;
RPSCH;;;x;;auxiliary;AUTKACGTAB;
IIRSO;;x;;x;Financial Markets;IUIRSTRPTR;
IIPIO;;x;;x;Financial Markets;IUIRSTRPTR;
IERMO;;x;;x;auxiliary;IUIRSTRPTR;
IGIRO;;x;x;;Financial_Markets_Trade_engine;IUIRSTRPTR;
IFRAO;;x;;;Financial_Markets_Trade_engine;ILNSETFRA;
LCCYS;;x;;;Reference_Data_Manager;ILNSETFRA;
DIPTO;;x;;;Payments_Execution_Engine;GP-168-CUTOFF;
REFFL;;;x;;Reference_Data_Manager;GP-168-CUTOFF;
DCNDO;;x;;;Payments_Execution_Engine;GP-168-CUTOFF;
LPSNS;;x;;;Party_Management;BISS5;
LCCYS;;x;;;Reference_Data_Manager;BISS5;
BISSO;;x;;;Financial Markets;BISS5;
BDLGO;;x;;;Financial Markets;BISS5;
BBOKS;;x;;;Financial_Markets_Trade_engine;BISS5;
BITTO;;x;;;Financial_Markets_Trade_engine;BISS5;
BICTO;;x;;;Financial_Markets_Trade_engine;BISS5;
ISAVO;;x;x;;auxiliary;BISS5;
ICNFS;;x;;;Reconciliation_Engine;BISS5;
LCIYS;;x;;;Reference_Data_Manager;BISS5;
AASPS;x;x;x;;auxiliary;AEGAC;
AEXRS;;x;;;Reference_Data_Manager;AEGAC;
LCCYS;;x;;;Reference_Data_Manager;AEGAC;
DSTOO;;x;x;;Payments_Execution_Engine;DST2M;
LCCYS;;x;;;Reference_Data_Manager;DST2M;
LBRAS;;x;;;Reference_Data_Manager;DST2M;
LELCS;;x;;;Party_Management;DST2M;
LCBNS;;x;;;Party_Management;DST2M;
INOSO;;x;;;Financial_Markets_Trade_engine;DST2M;
REFFL;;;x;;Reference_Data_Manager;DST2M;
LCORO;;x;;;Party_Management;DST2M;
AASPS;;;x;;auxiliary;DST2M;
BISSO;x;x;x;;Financial Markets;BISSA;
LPHYS;;x;;;Party_Management;BISSA;
ICNFS;;x;;;Reconciliation_Engine;BISSA;
LCCYS;;x;;;Reference_Data_Manager;BISSA;
BDLGO;;x;x;;Financial Markets;BISSA;
LCRYS;;x;;;Reference_Data_Manager;BISSA;
BICTO;x;x;x;x;Financial_Markets_Trade_engine;BISSA;
LBRAS;;x;;;Reference_Data_Manager;BISSA;
LCIYS;;x;;;Reference_Data_Manager;BISSA;
LPSNS;;x;;;Party_Management;BISSA;
LCTPS;;x;;;Party_Management;BISSA;
LCBNS;;x;;;Party_Management;BISSA;
REFFL;;;x;;Reference_Data_Manager;BISSA;
CRTRO;;x;;x;Business_Lending_Engine;BISSA;
AASPS;;;x;;auxiliary;BISSA;
BDLTO;;x;;x;Financial_Markets_Trade_engine;BISSA;
BISPO;x;x;x;x;Financial_Markets_Trade_engine;BISSA;
BREPO;;x;x;;Financial_Markets_Trade_engine;BISSA;
ISAVO;;x;x;;auxiliary;BISSA;
BBOKS;;x;;;Financial_Markets_Trade_engine;BISSA;
LPRDS;;x;;;Product_Management;IMFR5;
LRCES;;x;;;General_Ledger;IMFR5;
LPSNS;;x;;;Party_Management;IMFR5;
ABA1S;;x;;;General_Ledger;IMFR5;
LCCYS;;x;;;Reference_Data_Manager;IMFR5;
LBRAS;;x;;;Reference_Data_Manager;IMFR5;
LBROS;;x;;;Party_Management;IMFR5;
PRSNL;;x;;;Core;IMFR5;
IFRAO;;x;;;Financial_Markets_Trade_engine;IMFR5;
IPTIO;;x;;;Financial_Markets_Trade_engine;IMFR5;
LCCYS;;x;;;Reference_Data_Manager;ALBSH187;
AEXRS;;x;;;Reference_Data_Manager;ALBSH187;
LCBNS;;x;;;Party_Management;ALBSH187;
LCTPS;;x;;;Party_Management;ALBSH187;
LPSNS;;x;;;Party_Management;ALBSH187;
LCRYS;;x;;;Reference_Data_Manager;ALBSH187;
LPHYS;;x;;;Party_Management;ALBSH187;
LBRAS;;x;;;Reference_Data_Manager;ALBSH187;
ADETS;;x;;;Current_Account_Engine;ALBSH187;
AMVTO;;x;;;Current_Account_Engine;ALBSH187;
ANEUO;;x;;;General_Ledger;ALBSH187;
ADLGS;;x;;;General_ledger;ALBSH187;
PRSNL;;x;;;Core;ALBSH187;
LRCES;;x;;;General_Ledger;ALBSH187;
ALGRS;;x;;;General_ledger;ALBSH187;
AASPS;;;x;;auxiliary;ALBSH187;
ARBRO;;x;;;General_Ledger;ALBSH187;
LCCYS;;x;;;Reference_Data_Manager;ALBSH188;
AEXRS;;x;;;Reference_Data_Manager;ALBSH188;
LCRYS;;x;;;Reference_Data_Manager;ALBSH188;
LCBNS;;x;;;Party_Management;ALBSH188;
LPHYS;;x;;;Party_Management;ALBSH188;
ADETS;;x;;;Current_Account_Engine;ALBSH188;
ANEUO;;x;;;General_Ledger;ALBSH188;
ADLGS;;x;;;General_ledger;ALBSH188;
PRSNL;;x;;;Core;ALBSH188;
LRCES;;x;;;General_Ledger;ALBSH188;
RPSCH;;;x;;auxiliary;ALBSH188;
ALGRS;;x;;;General_ledger;ALBSH188;
LBRAS;;x;;;Reference_Data_Manager;ALBSH188;
LBGRS;;x;;;Reference_Data_Manager;ALBSH188;
ARBRO;;x;;;General_Ledger;ALBSH188;
PRSNL;;x;;;Core;LOJRPSCH;
RPDEF;;;x;;auxiliary;LOJRPSCH;
BDLGO;;x;;;Financial Markets;BLDLYTRDPL;
BISSO;;x;;;Financial Markets;BLDLYTRDPL;
BISPO;;x;;;Financial_Markets_Trade_engine;BLDLYTRDPL;
BICTO;;x;;;Financial_Markets_Trade_engine;BLDLYTRDPL;
LBRAS;;x;;;Reference_Data_Manager;BLDLYTRDPL;
LCCYS;;x;;;Reference_Data_Manager;BLDLYTRDPL;
BBOKS;;x;;;Financial_Markets_Trade_engine;BLDLYTRDPL;
REFFL;;;x;;Reference_Data_Manager;BLDLYTRDPL;
DPTRL;;x;;;Payments_Execution_Engine;DLDLLRSK;
DPTRO;;x;;;Payments_Execution_Engine;DLDLLRSK;
DIPTO;;x;;;Payments_Execution_Engine;DLDLLRSK;
LPHYS;;x;;;Party_Management;DLDLLRSK;
LPSNS;;x;;;Party_Management;DLDLLRSK;
IFUPS;;x;;;Reconciliation_Engine;IFUPS;
LCCYS;;x;;;Reference_Data_Manager;IFUPS;
IACCO;;x;;;Reconciliation_Engine;IFUPS;
REFFL;;;x;;Reference_Data_Manager;IFUPS;
CEXSO;x;x;x;;Business_Lending_Engine;CUEXSINITH;
GCNVO;x;x;;x;Core;RMGCNVODRF;
AASPS;;x;;;auxiliary;RMGCNVODRF;
LPRDS;;x;;;Product_Management;IMOP5;
LRCES;;x;;;General_Ledger;IMOP5;
LPSNS;;x;;;Party_Management;IMOP5;
ABA1S;;x;;;General_Ledger;IMOP5;
LCCYS;;x;;;Reference_Data_Manager;IMOP5;
LBRAS;;x;;;Reference_Data_Manager;IMOP5;
LBROS;;x;;;Party_Management;IMOP5;
PRSNL;;x;;;Core;IMOP5;
IOPTS;;x;;;Financial_Markets_Trade_engine;IMOP5;
LPHYS;;x;;;Party_Management;LPHY1;
LPHYS;;x;;;Party_Management;DUNAVIS;
LBRAS;;x;;;Reference_Data_Manager;DUNAVIS;
REFFL;;;x;;Reference_Data_Manager;DUNAVIS;
LCRYS;;x;;;Reference_Data_Manager;DUNAVIS;
DDETO;x;;;;Payments_Execution_Engine;DUNAVIS;
LCBNS;;x;;;Party_Management;DUNAVIS;
DSLVO;;x;;;Cash_Management_Engine;DUNAVIS;
LCCYS;;x;;;Reference_Data_Manager;DUNAVIS;
DCNDO;;x;;;Payments_Execution_Engine;DUNAVIS;
DCONO;;x;;;Payments_Execution_Engine;DUNAVIS;
DCTRO;x;x;;;Customer_Billing;DUNAVIS;
LELCS;;x;;;Party_Management;DUNAVIS;
INOSO;;x;;;Financial_Markets_Trade_engine;DUNAVIS;
DCBMO;;x;;;Payments_Execution_Engine;DUNAVIS;
DIPTO;x;x;x;;Payments_Execution_Engine;DUNAVIS;
LCORO;;x;;;Party_Management;DUNAVIS;
GCNVO;;x;;;Core;DUNAVIS;
LCIYS;;x;;;Reference_Data_Manager;DUNAVIS;
LCTPS;;x;;;Party_Management;DUNAVIS;
GPARO;;x;;;Core;DUNAVIS;
CSHTO;;x;;;financial markets;CUSHRRESTR;
AEXRS;;x;;;Reference_Data_Manager;CUSHRRESTR;
CPBCO;;x;;;Financial Markets;CUSHRRESTR;
CSHAO;x;x;x;;financial markets;CUSHRRESTR;
CSHAL;x;;;;auxiliary;CUSHRRESTR;
CSHMO;x;;;;auxiliary;CUSHRRESTR;
CSHML;x;;;;auxiliary;CUSHRRESTR;
LCCYS;;x;;;Reference_Data_Manager;CUSHRRESTR;
CSHRO;;x;;;financial markets;CUSHRRESTR;
CSHDS;;x;;;financial markets;CUSHRRESTR;
DPTRL;;x;;x;Payments_Execution_Engine;DHERECRSND;
DPTRO;x;x;x;;Payments_Execution_Engine;DHERECRSND;
LELCS;;x;;;Party_Management;LLPERSON03;
LPHYS;;x;;;Party_Management;LLPERSON03;
LCTPS;;x;;;Party_Management;LLPERSON03;
LBRAS;;x;x;;Reference_Data_Manager;ANOSC;
LCBNS;;x;;;Party_Management;ANOSC;
LPHYS;;x;;;Party_Management;ANOSC;
